student_major,event_type,department,organizer_type,expected_attendance,interest_match_score,skill_match_score,target_major_count,target_interest_count,success
Medicine,hackathon,Engineering,club_student,69,0.32,0.35,1,5,0
Business,cultural,Medicine,club_student,91,0.96,0.39,4,3,1
Computer Science,cultural,Business,club_event,70,0.76,0.75,3,2,1
Medicine,career,Student Affairs,dean_of_faculty,197,0.19,0.52,1,1,1
Education,volunteer,Sciences,club_event,185,0.54,0.49,4,0,1
Engineering,social,Business,dean_of_faculty,37,0.28,0.47,0,0,0
Architecture,social,Business,club_event,126,0.43,0.13,0,4,1
Medicine,cultural,Business,club_student,189,0.93,0.65,0,2,1
Arts,workshop,Sciences,student_affairs,100,0.69,0.73,0,3,1
Arts,hackathon,Arts,club_student,60,0.55,0.31,4,2,0
Education,volunteer,Computer Science,dean_of_faculty,99,0.12,0.19,4,0,0
Arts,social,Computer Science,club_event,134,0.76,0.76,1,1,1
Medicine,cultural,Engineering,dean_of_faculty,130,0.66,0.13,1,2,1
Medicine,hackathon,Business,club_student,96,0.53,0.11,2,0,1
Law,seminar,Engineering,club_event,123,0.17,0.47,3,1,0
Business,sports,Student Affairs,student_affairs,246,0.24,1.0,4,5,1
Architecture,hackathon,Business,dean_of_faculty,157,0.38,0.65,0,1,1
Law,cultural,Engineering,club_student,79,0.91,0.31,4,0,1
Law,social,Engineering,club_event,133,0.82,0.32,0,4,1
Engineering,career,Medicine,club_student,188,0.57,0.18,2,2,1
Business,workshop,Sciences,dean_of_faculty,120,0.23,0.81,0,4,1
Architecture,seminar,Sciences,club_student,179,0.51,0.71,2,0,0
Computer Science,workshop,Computer Science,club_student,30,0.18,0.25,4,0,0
Arts,cultural,Computer Science,club_student,239,0.81,0.59,2,0,1
Computer Science,social,Arts,student_affairs,209,0.7,0.82,4,5,1
Medicine,sports,Business,club_student,90,0.64,0.62,3,2,1
Engineering,social,Business,student_affairs,271,0.66,0.14,3,3,0
Law,cultural,Engineering,club_student,40,0.1,0.34,1,3,0
Education,seminar,Arts,student_affairs,91,0.46,0.61,1,3,1
Medicine,career,Arts,student_affairs,40,0.43,0.84,4,3,1
Computer Science,cultural,Engineering,dean_of_faculty,121,0.32,0.64,4,4,1
Education,workshop,Computer Science,club_event,79,0.16,0.34,0,0,0
Medicine,seminar,Medicine,club_student,148,0.66,0.33,1,4,1
Architecture,career,Medicine,club_event,208,0.75,0.27,0,3,1
Business,seminar,Business,dean_of_faculty,166,0.75,0.57,2,3,1
Computer Science,career,Sciences,club_event,203,0.75,0.86,3,1,1
Medicine,seminar,Sciences,club_student,214,0.36,0.98,3,1,1
Education,sports,Computer Science,club_student,110,0.46,0.31,2,2,1
Business,sports,Business,club_student,58,0.52,0.38,2,2,1
Computer Science,career,Student Affairs,club_student,203,0.32,0.73,4,1,1
Medicine,volunteer,Student Affairs,club_event,253,0.65,0.73,2,0,1
Computer Science,sports,Business,club_event,125,0.29,0.79,2,1,1
Medicine,volunteer,Student Affairs,club_student,217,0.76,0.83,0,0,1
Architecture,cultural,Student Affairs,club_student,39,0.65,0.28,4,0,1
Arts,cultural,Business,club_event,222,0.68,1.0,0,3,1
Engineering,seminar,Computer Science,dean_of_faculty,182,0.99,0.19,4,3,1
Computer Science,workshop,Business,club_event,28,1.0,0.13,0,2,1
Engineering,social,Computer Science,club_student,140,0.72,0.4,3,2,1
Engineering,hackathon,Engineering,club_event,215,0.43,0.81,1,0,1
Engineering,seminar,Computer Science,student_affairs,70,0.59,0.3,3,4,1
Computer Science,social,Computer Science,dean_of_faculty,114,0.25,0.75,1,4,1
Business,seminar,Business,dean_of_faculty,155,0.4,0.48,0,2,1
Medicine,social,Medicine,dean_of_faculty,36,0.85,0.67,2,1,1
Law,hackathon,Sciences,club_student,280,0.72,0.2,1,3,1
Computer Science,workshop,Business,club_student,119,0.43,0.46,4,0,1
Computer Science,hackathon,Business,dean_of_faculty,52,0.39,0.77,0,1,1
Medicine,volunteer,Arts,club_student,235,0.56,0.27,4,0,1
Architecture,hackathon,Computer Science,club_event,122,0.99,0.85,2,5,1
Engineering,career,Arts,club_student,244,0.8,0.41,1,3,1
Business,hackathon,Engineering,club_event,134,0.68,0.65,0,0,1
Education,cultural,Student Affairs,club_student,39,0.56,0.99,4,5,1
Medicine,sports,Medicine,club_event,23,0.74,0.51,2,4,1
Law,hackathon,Computer Science,dean_of_faculty,166,0.85,0.68,4,5,1
Architecture,seminar,Medicine,student_affairs,89,0.58,0.43,3,5,1
Arts,social,Arts,club_student,165,0.12,0.55,2,4,1
Arts,social,Business,club_student,109,0.86,0.83,1,2,1
Law,hackathon,Medicine,club_student,223,0.66,0.12,4,3,1
Engineering,cultural,Computer Science,dean_of_faculty,30,0.68,0.26,1,2,1
Arts,career,Arts,student_affairs,139,0.91,0.57,4,0,1
Medicine,workshop,Arts,dean_of_faculty,75,0.98,0.91,4,4,1
Computer Science,social,Sciences,student_affairs,90,0.49,0.34,4,3,1
Education,hackathon,Student Affairs,club_student,125,0.11,0.53,3,0,1
Business,career,Computer Science,student_affairs,187,0.98,0.78,2,1,1
Law,social,Business,student_affairs,275,0.34,0.91,0,1,1
Arts,workshop,Engineering,dean_of_faculty,215,0.92,0.45,0,0,1
Law,career,Engineering,club_student,113,0.83,0.4,0,0,1
Law,workshop,Medicine,student_affairs,56,0.36,0.65,2,0,1
Business,career,Computer Science,dean_of_faculty,225,0.66,0.15,2,1,1
Medicine,workshop,Sciences,dean_of_faculty,241,0.64,0.45,0,5,1
Business,hackathon,Computer Science,dean_of_faculty,81,0.64,0.41,4,0,1
Architecture,cultural,Sciences,club_student,97,0.61,0.94,0,2,0
Medicine,seminar,Business,club_event,118,0.51,0.18,1,2,1
Business,career,Arts,dean_of_faculty,70,0.52,0.93,3,0,1
Business,seminar,Engineering,club_event,15,0.44,0.3,3,1,0
Education,social,Sciences,dean_of_faculty,191,0.44,0.27,3,0,1
Medicine,sports,Arts,club_student,101,0.88,0.39,1,3,1
Computer Science,seminar,Sciences,student_affairs,160,1.0,0.31,1,5,1
Engineering,hackathon,Sciences,club_student,87,0.91,0.77,3,5,1
Business,seminar,Engineering,club_event,62,0.89,0.9,4,4,1
Engineering,career,Arts,dean_of_faculty,102,0.62,0.41,3,5,1
Architecture,career,Computer Science,dean_of_faculty,133,0.89,0.59,0,4,1
Education,hackathon,Engineering,student_affairs,132,0.62,0.5,0,3,1
Law,hackathon,Student Affairs,club_student,247,0.53,0.15,3,1,1
Business,workshop,Arts,club_student,207,0.59,0.18,1,1,1
Education,volunteer,Student Affairs,club_event,59,0.99,0.71,2,0,1
Architecture,seminar,Student Affairs,student_affairs,222,0.61,0.76,4,5,1
Business,seminar,Medicine,club_event,182,0.61,0.97,4,0,1
Medicine,career,Sciences,student_affairs,23,0.96,0.21,0,2,1
Arts,hackathon,Student Affairs,student_affairs,274,0.97,0.68,2,4,1
Engineering,seminar,Arts,student_affairs,246,0.66,0.56,0,5,1
Engineering,volunteer,Business,club_event,220,0.5,0.53,4,5,1
Architecture,sports,Sciences,club_student,47,0.75,0.7,3,3,1
Architecture,hackathon,Medicine,club_event,238,0.56,0.75,1,1,1
Arts,cultural,Student Affairs,club_student,177,0.71,0.1,1,5,1
Arts,volunteer,Engineering,student_affairs,30,0.7,0.88,3,3,1
Education,cultural,Medicine,club_student,30,0.71,0.25,4,1,1
Education,volunteer,Arts,student_affairs,108,0.94,0.45,4,3,1
Education,sports,Business,club_event,83,0.72,0.77,2,3,1
Arts,career,Medicine,club_student,189,0.46,0.33,2,1,1
Education,cultural,Business,student_affairs,214,0.25,0.62,3,4,1
Arts,volunteer,Medicine,student_affairs,67,0.3,0.99,4,0,1
Law,volunteer,Arts,club_student,265,0.57,0.96,4,2,0
Education,cultural,Computer Science,student_affairs,148,0.3,0.27,4,0,0
Engineering,seminar,Sciences,dean_of_faculty,99,0.14,0.57,2,4,1
Computer Science,seminar,Computer Science,student_affairs,122,0.46,0.18,2,3,1
Education,career,Engineering,club_event,103,0.43,0.9,3,3,1
Engineering,career,Computer Science,dean_of_faculty,244,0.87,0.14,4,2,1
Business,seminar,Arts,club_student,33,0.8,0.26,3,4,1
Engineering,cultural,Medicine,club_student,82,0.78,0.11,2,1,1
Education,hackathon,Business,club_event,184,0.6,0.92,3,3,0
Education,hackathon,Computer Science,dean_of_faculty,241,0.35,0.88,1,3,1
Education,sports,Medicine,student_affairs,231,0.97,0.82,2,5,1
Medicine,social,Medicine,club_event,170,0.96,0.92,0,5,1
Education,workshop,Business,club_student,35,0.14,0.82,2,5,0
Arts,seminar,Business,club_event,74,0.82,0.88,0,1,0
Education,cultural,Engineering,club_event,232,0.6,0.26,0,2,1
Law,hackathon,Medicine,dean_of_faculty,88,0.55,0.87,1,3,1
Architecture,sports,Student Affairs,dean_of_faculty,91,0.77,0.22,4,5,1
Education,sports,Business,club_student,126,0.82,0.26,4,0,1
Arts,seminar,Business,club_event,88,0.89,0.68,2,4,1
Law,workshop,Engineering,club_event,227,0.34,0.24,4,3,1
Business,cultural,Sciences,club_student,248,0.26,0.26,2,3,1
Medicine,volunteer,Medicine,student_affairs,262,0.22,0.24,4,0,1
Engineering,cultural,Sciences,club_event,67,0.45,0.59,1,5,1
Engineering,cultural,Business,club_student,249,0.72,0.28,1,4,1
Business,workshop,Arts,club_event,103,0.24,0.96,4,1,1
Business,seminar,Student Affairs,dean_of_faculty,182,0.69,0.63,2,1,1
Business,career,Business,student_affairs,201,0.73,0.32,4,4,1
Medicine,sports,Sciences,club_student,265,0.75,0.52,3,1,1
Law,sports,Business,club_student,185,0.33,0.33,3,4,1
Engineering,social,Sciences,dean_of_faculty,16,0.27,0.26,0,1,1
Arts,cultural,Computer Science,dean_of_faculty,72,0.29,0.74,2,1,1
Arts,social,Business,club_student,65,0.22,0.43,0,4,0
Computer Science,workshop,Arts,dean_of_faculty,253,0.57,0.56,4,3,1
Arts,volunteer,Student Affairs,student_affairs,109,0.31,0.58,0,0,1
Medicine,sports,Business,dean_of_faculty,56,0.83,0.87,4,2,1
Engineering,volunteer,Computer Science,club_event,122,0.88,0.61,0,0,1
Business,volunteer,Student Affairs,club_student,62,0.37,0.53,4,1,0
Arts,workshop,Medicine,dean_of_faculty,255,0.17,0.72,3,0,1
Engineering,social,Sciences,club_student,92,0.76,0.2,1,0,1
Architecture,hackathon,Sciences,club_event,42,0.2,0.79,0,0,0
Law,seminar,Business,club_event,36,0.21,0.75,3,1,0
Architecture,career,Business,club_event,33,0.36,0.27,3,2,0
Computer Science,social,Sciences,student_affairs,68,0.23,0.81,1,0,1
Computer Science,hackathon,Student Affairs,club_event,187,0.87,0.62,2,1,1
Medicine,hackathon,Business,club_student,114,0.73,0.43,2,5,1
Engineering,workshop,Computer Science,club_event,191,0.22,0.73,3,0,1
Arts,cultural,Engineering,club_event,156,0.27,0.94,4,2,1
Law,sports,Computer Science,club_event,123,0.86,0.33,0,5,1
Computer Science,social,Sciences,club_student,231,0.21,0.65,3,1,1
Medicine,workshop,Business,club_student,241,0.75,0.97,3,3,1
Computer Science,hackathon,Business,club_event,79,0.87,0.58,0,2,1
Business,workshop,Business,student_affairs,31,0.32,0.21,4,2,0
Law,cultural,Medicine,dean_of_faculty,203,0.48,0.81,4,0,1
Education,volunteer,Arts,dean_of_faculty,103,0.95,0.33,0,1,1
Medicine,cultural,Sciences,club_student,71,0.14,0.15,0,4,0
Arts,workshop,Computer Science,dean_of_faculty,132,0.19,0.46,0,3,0
Computer Science,workshop,Medicine,club_student,202,0.5,0.23,0,5,1
Education,workshop,Sciences,club_student,115,0.56,0.47,0,1,0
Arts,volunteer,Engineering,club_student,162,0.43,0.58,2,3,1
Law,social,Engineering,club_event,27,0.12,0.49,2,4,0
Education,cultural,Sciences,dean_of_faculty,144,0.55,0.28,4,0,1
Arts,hackathon,Business,dean_of_faculty,145,0.85,0.9,3,1,1
Engineering,career,Computer Science,club_event,258,0.12,0.15,2,3,1
Engineering,sports,Arts,club_student,49,0.82,0.15,4,3,1
Engineering,sports,Engineering,club_student,149,0.63,0.59,4,0,1
Medicine,workshop,Arts,club_event,48,0.38,0.25,2,4,0
Computer Science,sports,Student Affairs,dean_of_faculty,217,0.8,0.58,3,5,1
Engineering,career,Sciences,dean_of_faculty,76,0.83,0.44,4,5,1
Law,hackathon,Engineering,club_event,125,0.54,0.96,3,3,1
Arts,career,Computer Science,club_event,180,0.49,0.29,4,5,1
Medicine,seminar,Medicine,dean_of_faculty,22,0.16,0.84,2,1,0
Business,workshop,Business,dean_of_faculty,41,0.56,0.84,4,1,1
Law,workshop,Computer Science,club_event,29,0.67,0.69,2,0,1
Engineering,career,Arts,dean_of_faculty,90,0.91,0.18,3,0,1
Medicine,workshop,Computer Science,club_student,219,0.9,0.37,1,1,1
Architecture,volunteer,Medicine,club_event,240,0.98,0.44,0,4,1
Computer Science,sports,Medicine,club_student,229,0.53,0.53,0,1,1
Law,seminar,Arts,dean_of_faculty,61,0.79,0.7,1,4,1
Medicine,social,Medicine,dean_of_faculty,273,0.24,0.75,3,4,1
Architecture,workshop,Arts,club_student,196,0.31,0.21,0,4,1
Education,hackathon,Engineering,dean_of_faculty,142,0.26,0.36,4,4,1
Law,volunteer,Engineering,dean_of_faculty,218,0.26,0.68,4,3,1
Medicine,hackathon,Sciences,club_event,150,0.94,0.49,2,3,1
Business,seminar,Sciences,club_student,93,0.6,0.19,1,1,1
Education,career,Computer Science,dean_of_faculty,155,0.59,0.21,4,4,1
Arts,sports,Medicine,dean_of_faculty,271,0.31,0.14,3,1,1
Law,cultural,Business,dean_of_faculty,49,0.48,0.66,0,0,1
Arts,seminar,Medicine,club_event,198,0.7,0.99,1,1,1
Engineering,career,Business,dean_of_faculty,223,0.9,0.41,1,0,1
Education,seminar,Sciences,student_affairs,26,0.92,0.42,2,2,1
Medicine,seminar,Medicine,club_student,234,0.39,0.13,1,5,1
Computer Science,hackathon,Sciences,club_student,255,0.78,0.54,0,4,1
Medicine,workshop,Medicine,club_student,220,0.52,0.6,0,2,1
Medicine,hackathon,Medicine,club_student,130,0.86,0.66,3,5,1
Medicine,hackathon,Medicine,club_event,217,0.73,0.59,2,4,1
Medicine,seminar,Arts,student_affairs,148,0.98,0.82,0,0,1
Business,social,Engineering,dean_of_faculty,199,0.32,0.94,0,2,1
Architecture,seminar,Sciences,club_student,131,0.85,0.58,4,3,1
Education,career,Sciences,club_event,66,0.56,0.33,2,4,0
Architecture,workshop,Engineering,club_student,169,0.83,0.37,4,2,1
Medicine,hackathon,Sciences,student_affairs,237,0.49,0.47,2,3,1
Computer Science,sports,Arts,dean_of_faculty,201,0.54,0.5,4,0,1
Medicine,volunteer,Business,club_event,274,0.82,0.13,1,1,1
Education,sports,Computer Science,dean_of_faculty,210,0.8,0.87,1,3,1
Medicine,workshop,Engineering,dean_of_faculty,186,0.64,0.41,0,0,1
Law,social,Computer Science,club_event,75,0.26,0.36,3,3,0
Architecture,cultural,Arts,dean_of_faculty,83,0.79,0.65,3,0,1
Business,sports,Student Affairs,club_student,62,0.44,0.98,4,2,1
Law,workshop,Engineering,club_student,70,0.53,0.56,3,3,1
Business,career,Computer Science,club_student,103,0.62,0.89,2,3,1
Computer Science,sports,Sciences,club_event,224,0.81,0.87,3,0,1
Engineering,social,Engineering,club_event,143,0.31,0.78,3,2,1
Education,hackathon,Computer Science,club_student,251,0.6,0.98,1,2,1
Business,sports,Business,club_student,134,0.55,0.89,2,2,0
Law,sports,Arts,student_affairs,161,0.69,0.4,1,1,1
Engineering,seminar,Business,club_event,93,0.94,0.99,2,4,1
Architecture,seminar,Sciences,dean_of_faculty,218,0.79,0.32,2,5,1
Business,cultural,Business,club_student,113,0.88,0.6,3,5,1
Engineering,cultural,Arts,club_student,46,0.82,0.16,3,1,1
Medicine,volunteer,Student Affairs,club_event,31,0.45,0.99,1,2,1
Business,sports,Medicine,club_event,184,0.86,0.89,0,0,1
Engineering,seminar,Student Affairs,dean_of_faculty,240,0.53,0.36,0,3,1
Business,sports,Arts,student_affairs,199,0.34,0.48,4,1,1
Education,seminar,Sciences,club_event,245,0.73,0.6,0,5,1
Education,career,Student Affairs,club_student,90,0.58,0.96,4,5,1
Law,hackathon,Medicine,club_event,46,0.38,0.99,3,4,1
Architecture,seminar,Arts,dean_of_faculty,85,0.33,0.31,0,5,1
Law,sports,Business,student_affairs,82,0.91,0.85,1,4,1
Arts,career,Medicine,club_student,92,0.98,0.99,4,3,0
Business,career,Business,club_student,123,0.25,0.21,0,0,1
Business,workshop,Engineering,club_student,212,0.52,0.44,0,0,1
Architecture,hackathon,Engineering,club_student,57,0.84,0.27,3,0,1
Arts,sports,Arts,club_event,58,0.63,0.78,3,2,1
Business,career,Arts,student_affairs,224,0.88,0.63,0,0,0
Computer Science,cultural,Computer Science,dean_of_faculty,108,0.1,0.84,2,2,1
Law,cultural,Computer Science,club_student,184,0.12,0.72,3,3,1
Law,hackathon,Arts,club_student,52,0.11,0.68,2,2,0
Engineering,career,Arts,club_student,243,0.59,0.19,4,4,1
Architecture,workshop,Medicine,club_student,203,0.8,0.78,3,3,1
Medicine,social,Sciences,dean_of_faculty,96,0.45,0.51,0,4,1
Law,seminar,Sciences,dean_of_faculty,52,0.43,0.43,4,3,1
Architecture,seminar,Medicine,dean_of_faculty,208,0.12,0.64,1,0,1
Business,hackathon,Student Affairs,student_affairs,247,0.86,0.67,4,4,1
Business,hackathon,Engineering,student_affairs,55,0.6,0.11,4,2,1
Engineering,cultural,Arts,student_affairs,276,0.38,0.96,3,3,1
Engineering,social,Sciences,student_affairs,212,0.64,0.81,0,4,1
Business,sports,Engineering,dean_of_faculty,85,0.49,0.26,1,4,1
Education,seminar,Sciences,club_student,150,0.75,0.43,1,0,1
Education,sports,Arts,dean_of_faculty,38,0.39,0.8,1,0,1
Business,social,Computer Science,student_affairs,269,0.85,0.74,0,5,0
Law,career,Student Affairs,student_affairs,224,0.35,0.15,1,1,1
Medicine,cultural,Business,club_event,182,0.9,0.9,2,0,0
Architecture,social,Business,student_affairs,246,0.32,0.22,3,0,1
Education,workshop,Sciences,club_student,45,0.81,0.95,0,0,1
Education,workshop,Medicine,club_event,252,0.9,0.2,0,2,1
Engineering,workshop,Student Affairs,student_affairs,131,0.95,0.88,3,0,1
Business,career,Engineering,club_student,251,0.16,0.49,2,5,0
Architecture,sports,Student Affairs,club_student,273,0.62,0.38,2,5,1
Business,cultural,Sciences,club_event,226,0.41,0.64,2,3,1
Law,seminar,Medicine,club_event,257,0.28,0.38,4,0,1
Engineering,workshop,Arts,student_affairs,38,0.24,0.8,4,3,1
Business,seminar,Sciences,student_affairs,124,0.97,0.81,2,3,1
Arts,volunteer,Computer Science,club_event,230,0.58,0.47,2,4,1
Law,cultural,Business,club_event,143,0.9,0.94,4,1,1
Business,volunteer,Computer Science,club_event,210,0.93,0.82,2,3,1
Computer Science,volunteer,Arts,club_student,243,0.83,0.93,0,3,1
Education,volunteer,Engineering,student_affairs,218,0.24,0.61,0,4,0
Education,volunteer,Engineering,club_student,267,0.67,0.38,0,5,1
Engineering,career,Engineering,club_student,66,0.52,0.56,3,0,1
Computer Science,social,Arts,student_affairs,242,0.71,0.15,1,1,1
Law,volunteer,Business,student_affairs,152,0.73,0.17,1,0,1
Business,social,Sciences,student_affairs,197,0.88,0.15,1,3,1
Computer Science,seminar,Arts,club_student,187,0.29,0.75,1,2,1
Medicine,cultural,Student Affairs,student_affairs,31,0.49,0.14,3,0,0
Arts,social,Sciences,club_student,196,0.74,0.63,2,5,0
Arts,seminar,Engineering,club_student,216,0.36,0.71,1,2,1
Computer Science,career,Student Affairs,club_student,16,0.35,0.21,0,1,0
Medicine,seminar,Engineering,student_affairs,63,0.96,0.99,2,4,1
Business,volunteer,Arts,club_event,206,0.72,0.41,0,2,1
Computer Science,workshop,Sciences,dean_of_faculty,21,0.68,0.46,3,4,0
Law,cultural,Sciences,student_affairs,37,0.8,0.91,3,4,1
Business,career,Student Affairs,club_event,162,0.38,0.73,2,1,0
Law,cultural,Sciences,dean_of_faculty,95,0.4,0.11,1,5,1
Computer Science,seminar,Sciences,club_event,209,0.38,0.22,3,1,1
Architecture,sports,Business,club_student,110,0.7,0.62,1,1,1
Medicine,volunteer,Computer Science,club_student,50,0.11,0.81,4,0,0
Law,workshop,Arts,club_event,17,0.67,0.96,4,3,1
Arts,workshop,Business,club_student,60,0.45,0.5,1,4,1
Medicine,volunteer,Sciences,student_affairs,245,0.39,0.61,1,0,1
Law,sports,Business,dean_of_faculty,38,0.31,0.86,3,5,1
Business,workshop,Student Affairs,club_event,249,0.43,0.57,0,2,1
Architecture,workshop,Student Affairs,club_event,15,0.92,0.2,2,1,0
Computer Science,social,Business,dean_of_faculty,101,0.19,0.82,1,0,1
Engineering,cultural,Student Affairs,club_student,202,0.61,0.49,0,4,1
Education,volunteer,Medicine,club_student,175,0.61,0.52,3,1,1
Engineering,hackathon,Medicine,club_student,40,0.78,0.8,1,3,1
Arts,seminar,Medicine,dean_of_faculty,94,0.56,0.62,1,4,1
Medicine,workshop,Student Affairs,club_student,278,0.22,0.75,3,1,0
Business,career,Medicine,student_affairs,80,0.66,0.85,1,1,1
Business,workshop,Arts,club_student,157,0.35,0.99,1,5,1
Engineering,seminar,Sciences,student_affairs,115,0.73,0.71,0,1,0
Arts,workshop,Arts,club_event,127,0.87,0.22,3,3,1
Business,seminar,Business,student_affairs,114,0.14,0.8,1,4,1
Education,workshop,Sciences,student_affairs,217,0.28,0.71,0,2,1
Arts,cultural,Sciences,dean_of_faculty,197,0.46,0.63,4,4,1
Engineering,workshop,Student Affairs,club_event,60,0.47,0.9,0,3,1
Computer Science,social,Medicine,club_event,76,0.95,0.13,1,5,1
Medicine,seminar,Medicine,dean_of_faculty,215,0.25,0.61,1,0,1
Computer Science,workshop,Arts,dean_of_faculty,203,0.97,0.48,3,3,1
Computer Science,hackathon,Business,dean_of_faculty,93,0.18,0.56,3,2,0
Medicine,sports,Computer Science,student_affairs,168,0.69,0.5,3,3,1
Medicine,career,Student Affairs,club_event,228,0.41,0.37,4,3,1
Arts,social,Computer Science,club_event,212,0.22,0.89,0,0,1
Business,sports,Business,dean_of_faculty,85,0.93,0.76,4,5,1
Business,seminar,Student Affairs,club_student,267,0.95,0.63,4,0,1
Law,social,Student Affairs,club_event,174,0.92,0.74,4,4,1
Medicine,career,Business,student_affairs,137,0.9,0.75,2,3,1
Business,volunteer,Student Affairs,club_student,201,0.58,0.3,2,1,1
Computer Science,career,Engineering,club_student,202,0.86,0.58,3,0,1
Medicine,volunteer,Computer Science,dean_of_faculty,214,0.92,0.61,2,3,1
Architecture,hackathon,Medicine,student_affairs,186,0.95,0.42,1,3,1
Architecture,sports,Sciences,dean_of_faculty,272,0.44,0.83,3,1,1
Business,seminar,Business,student_affairs,161,0.43,0.58,0,4,1
Medicine,seminar,Computer Science,student_affairs,109,0.78,0.64,2,2,1
Law,sports,Computer Science,dean_of_faculty,108,0.2,0.93,0,3,1
Medicine,social,Business,student_affairs,75,0.34,0.45,2,0,1
Medicine,career,Business,club_event,227,0.83,0.37,2,2,1
Computer Science,cultural,Medicine,dean_of_faculty,127,0.69,0.51,0,5,1
Computer Science,seminar,Sciences,student_affairs,100,0.23,0.21,2,5,1
Engineering,sports,Arts,club_event,122,0.43,0.97,2,5,1
Law,cultural,Arts,student_affairs,270,0.14,0.55,1,5,1
Computer Science,hackathon,Computer Science,student_affairs,90,0.3,0.5,3,1,1
Law,volunteer,Sciences,club_event,114,0.52,0.2,0,5,1
Education,social,Computer Science,dean_of_faculty,47,0.12,0.94,2,5,1
Computer Science,workshop,Engineering,club_event,262,0.87,0.26,1,0,1
Education,cultural,Student Affairs,club_event,76,0.48,0.64,1,4,1
Engineering,career,Computer Science,dean_of_faculty,59,0.54,0.25,0,1,1
Law,volunteer,Arts,club_event,280,0.8,0.26,0,4,1
Architecture,career,Arts,club_event,206,0.97,0.42,1,1,1
Business,cultural,Business,club_event,104,0.1,0.43,3,5,1
Arts,volunteer,Business,club_event,131,0.48,0.18,2,0,1
Engineering,workshop,Medicine,dean_of_faculty,38,0.56,0.45,3,0,1
Business,career,Sciences,club_student,65,0.11,0.21,3,0,0
Arts,social,Student Affairs,club_student,267,0.7,0.86,3,5,1
Medicine,hackathon,Sciences,club_event,181,0.5,0.34,1,1,1
Arts,social,Business,club_event,275,0.12,0.2,4,2,1
Business,volunteer,Medicine,club_event,109,0.26,0.96,3,0,1
Education,career,Arts,club_student,214,0.32,0.91,3,1,1
Engineering,workshop,Arts,dean_of_faculty,266,0.35,0.84,0,3,1
Arts,sports,Computer Science,club_student,180,0.23,0.9,0,1,1
Business,hackathon,Student Affairs,club_student,275,0.81,0.7,1,4,1
Architecture,volunteer,Sciences,club_student,175,0.76,0.81,0,2,1
Engineering,social,Student Affairs,club_student,203,0.18,0.98,2,0,1
Education,volunteer,Sciences,student_affairs,23,0.61,0.7,4,5,1
Arts,volunteer,Sciences,dean_of_faculty,198,0.82,0.15,0,1,0
Business,hackathon,Business,club_student,51,0.66,0.69,0,1,1
Engineering,social,Arts,club_student,118,0.61,0.78,3,4,1
Architecture,hackathon,Engineering,dean_of_faculty,125,0.17,0.48,3,1,1
Business,social,Sciences,dean_of_faculty,29,0.51,0.41,4,4,1
Architecture,hackathon,Arts,club_event,121,0.95,0.72,2,1,1
Engineering,hackathon,Arts,student_affairs,111,0.13,0.56,4,5,1
Arts,seminar,Business,club_student,96,0.21,0.16,0,2,0
Law,sports,Arts,dean_of_faculty,160,0.53,0.74,0,1,1
Architecture,hackathon,Arts,student_affairs,237,0.55,0.37,3,4,1
Medicine,seminar,Sciences,club_event,212,0.9,0.48,0,2,1
Computer Science,workshop,Sciences,club_event,195,0.38,0.3,1,0,1
Law,sports,Medicine,dean_of_faculty,110,0.97,0.5,0,5,1
Education,social,Medicine,dean_of_faculty,129,0.39,0.14,2,4,1
Computer Science,social,Arts,student_affairs,71,0.25,0.24,3,5,0
Medicine,career,Engineering,student_affairs,163,0.92,0.66,4,4,1
Law,volunteer,Arts,dean_of_faculty,237,0.32,0.98,2,2,1
Medicine,sports,Computer Science,club_student,171,0.65,0.46,4,4,1
Arts,sports,Arts,dean_of_faculty,160,0.3,0.89,3,2,0
Business,social,Business,club_student,183,0.55,0.22,3,5,1
Medicine,seminar,Business,club_event,68,0.97,1.0,4,3,1
Business,seminar,Computer Science,dean_of_faculty,37,0.53,0.37,4,2,1
Law,volunteer,Arts,dean_of_faculty,82,0.87,0.21,1,0,0
Medicine,hackathon,Computer Science,student_affairs,210,0.94,0.23,4,1,1
Computer Science,social,Student Affairs,student_affairs,69,0.22,0.2,3,2,0
Education,hackathon,Business,student_affairs,187,0.67,0.86,0,4,1
Engineering,career,Engineering,student_affairs,199,0.6,0.27,2,3,1
Engineering,seminar,Business,student_affairs,39,0.9,0.37,1,1,1
Business,social,Engineering,club_event,114,0.38,0.36,2,3,1
Engineering,workshop,Arts,club_event,245,0.74,0.47,3,4,1
Computer Science,volunteer,Student Affairs,club_event,158,0.44,0.62,0,1,1
Engineering,cultural,Sciences,student_affairs,47,0.52,0.27,0,2,1
Education,workshop,Business,club_event,202,0.95,0.25,4,4,1
Law,hackathon,Arts,club_event,244,0.78,0.76,1,1,1
Business,career,Engineering,club_event,23,0.22,0.46,0,1,0
Computer Science,career,Engineering,club_event,116,0.33,0.52,0,5,1
Law,cultural,Arts,club_student,239,0.87,0.23,3,4,1
Education,career,Student Affairs,club_student,103,0.35,0.43,0,0,1
Business,career,Student Affairs,student_affairs,264,0.25,0.13,2,5,1
Business,workshop,Business,student_affairs,249,0.16,0.97,4,5,1
Computer Science,seminar,Sciences,club_event,98,0.7,0.22,0,2,0
Law,sports,Student Affairs,dean_of_faculty,67,0.85,0.53,3,2,1
